REPORT_NUMBER,SUPPLEMENTAL_NUMBER,IYEAR,LOCAL_DATETIME,OPERATOR_ID,NAME,PIPE_FAC_NAME,ON_OFF_SHORE,ONSHORE_STATE_ABBREVIATION,ONSHORE_CITY_NAME,ONSHORE_COUNTY_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,SYSTEM_PART_INVOLVED,COULD_BE_HCA,COMMODITY_REACHED_HCA,CAUSE,CAUSE_DETAILS,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,PIPE_DIAMETER,PIPE_WALL_THICKNESS,PIPE_SMYS,PIPE_SPECIFICATION,INSTALLATION_YEAR,MATERIAL_INVOLVED,MATERIAL_DETAILS,RELEASE_TYPE,IGNITE_IND,EXPLODE_IND,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,STILL_SHUTDOWN_IND,RESTART_DATETIME,NUM_PUB_EVACUATED,INJURY_IND,NUM_EMP_INJURIES,NUM_CONTR_INJURIES,NUM_ER_INJURIES,NUM_WORKER_INJURIES,NUM_GP_INJURIES,INJURE,FATALITY_IND,NUM_EMP_FATALITIES,NUM_CONTR_FATALITIES,NUM_ER_FATALITIES,NUM_WORKER_FATALITIES,NUM_GP_FATALITIES,FATAL,WILDLIFE_IMPACT_IND,FISH_AQUATIC_IMPACT_IND,BIRDS_IMPACT_IND,TERRESTRIAL_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SURFACE_WATER_REMED_IND,GROUNDWATER_REMED_IND,SOIL_REMED_IND,VEGETATION_REMED_IND,WILDLIFE_REMED_IND,WATER_CONTAM_IND,OCEAN_SEAWATER_IND,SURFACE_CONTAM_IND,GROUNDWATER_CONTAM_IND,DRINKING_WATER_CONTAM_IND,PRIVATE_WELL_CONTAM_IND,PUBLIC_WATER_CONTAM_IND,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,INCIDENT_IDENTIFIED_DATETIME,ON_SITE_DATETIME
20160009,21051,2015,12/17/2015 13:12,32109,"""""""""""""""""""""""""""""""""""""""""""""""""ONEOK NGL PIPELINE, LLC""""""""""""""""""""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""""""""""""""""""""ONEOK #1 10"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" LAKE COLORADO CITY TO CR 349""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,TX,Not Within a Municipality,NOLAN,32.429722,-100.445277,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,EXPOSED DUE TO EXCAVATION,32,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,0.02,0,0,10.75,0.365,35000,API 5L,1945,CARBON STEEL,,LEAK,NO,NO,YES,12/18/2015 9:30,,12/20/2015 23:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,3,140600,50,300,0,12/17/2015 13:12,12/17/2015 8:00
20160007,21279,2015,12/16/2015 11:20,31672,"""""""""""""""""""""""""""""""""""""""""""""""""CHAPARRAL ENERGY, LLC""""""""""""""""""""""""""""""""""""""""""""""""",HOXBAR CO2 PIPELINE,ONSHORE,OK,Not Within a Municipality,STEPHENS,34.472502,-97.66435,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,54,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,MATERIAL FAILURE OF PIPE OR WELD,"""""""""""""""""""""""""""""""""""""""""""""""""DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED""""""""""""""""""""""""""""""""""""""""""""""""",CO2 (CARBON DIOXIDE),,,21,464,0,4,0.25,42000,API 5L,2010,CARBON STEEL,,LEAK,NO,NO,YES,12/16/2015 13:45,,12/17/2015 15:30,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,2500,155,9000,0,0,0,12/16/2015 11:20,12/16/2015 11:20
20160003,21239,2015,12/15/2015 17:30,31174,"""""""""""""""""""""""""""""""""""""""""""""""""SHELL PIPELINE CO., L.P.""""""""""""""""""""""""""""""""""""""""""""""""",MARTINEZ PUMP STATION,ONSHORE,CA,MARTINEZ,CONTRA COSTA,38.0251564,-122.1292343,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE""""""""""""""""""""""""""""""""""""""""""""""""",REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.95,NA,0.48,NA,,,,UNKNOWN,CARBON STEEL,,OTHER,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,30,0,205000,0,0,12/15/2015 17:30,12/18/2015 15:00
20150462,20990,2015,12/14/2015 22:30,30829,ENTERPRISE CRUDE PIPELINE LLC,HSC,ONSHORE,TX,HOUSTON,HARRIS,29.747625,-95.128797,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,CRUDE OIL,,,0.5,NA,0.5,NA,,,,1978,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,25,2500,0,0,0,12/14/2015 22:30,12/14/2015 22:30
20160006,21168,2015,12/14/2015 13:45,300,"""""""""""""""""""""""""""""""""""""""""""""""""PLAINS PIPELINE, L.P.""""""""""""""""""""""""""""""""""""""""""""""""",COLORADO CITY BASIN,ONSHORE,TX,HERMLEIGH,SCURRY,32.53021,-100.83544,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,10,NA,10,NA,,,,1950,CARBON STEEL,,LEAK,NO,NO,YES,12/14/2015 14:15,,12/14/2015 23:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,400,10900,12300,0,0,12/14/2015 14:00,12/14/2015 14:15
20150467,21001,2015,12/11/15 10:30,30829,ENTERPRISE CRUDE PIPELINE LLC,HOBBS STATION,ONSHORE,NM,HOBBS,LEA,32.65151,-103.138489,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER SOIL,36,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,1.5,NA,1.5,8,0.25,24000,5L,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,YES,12/11/15 10:30,,12/11/15 12:30,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,45,9000,0,0,0,12/11/15 10:30,12/11/15 10:30
20160004,21238,2015,12/10/15 9:45,31174,"""""""""""""""""""""""""""""""""""""""""""""""""SHELL PIPELINE CO., L.P.""""""""""""""""""""""""""""""""""""""""""""""""",EMIDIO TANK FARM,ONSHORE,CA,BAKERSFIELD,KERN,35.0614452,-119.0635177,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE""""""""""""""""""""""""""""""""""""""""""""""""",CRUDE OIL,,,4.93,NA,4.93,NA,,,,UNKNOWN,CARBON STEEL,,OVERFILL OR OVERFLOW,NO,NO,YES,12/10/15 10:00,,12/10/15 19:25,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,0,0,25000,5000,0,12/10/15 9:45,12/10/15 10:15
20150471,21170,2015,12/4/15 7:00,300,"""""""""""""""""""""""""""""""""""""""""""""""""PLAINS PIPELINE, L.P.""""""""""""""""""""""""""""""""""""""""""""""""",JOE MABEE,ONSHORE,TX,TARZAN,MARTIN,32.368825,-102.143282,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,CRUDE OIL,,,0.75,NA,0.75,NA,,,,2014,CARBON STEEL,,LEAK,NO,NO,YES,12/3/15 17:03,,12/4/15 12:11,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,35,1500,1100,0,0,12/4/15 7:00,12/4/15 7:00
20150455,20975,2015,12/2/15 13:00,31618,ENTERPRISE PRODUCTS OPERATING LLC,PORT ARTHUR TERMINAL TO BEAUMONT TERMINAL,ONSHORE,TX,PORT ARTHUR,JEFFERSON,29.912017,-94.008532,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.1,NA,0.1,NA,,,,2009,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,15,2700,0,2300,0,12/2/15 13:00,12/2/15 13:00
20150465,21214,2015,12/1/15 9:50,32080,"""""""""""""""""""""""""""""""""""""""""""""""""CCPS TRANSPORTATION, LLC""""""""""""""""""""""""""""""""""""""""""""""""",QUINCY STATION LINE 59,ONSHORE,IL,QUINCY,ADAMS,39.995669,-91.378703,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,NO,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE""""""""""""""""""""""""""""""""""""""""""""""""",CRUDE OIL,,,1.14,NA,1.14,NA,,,,2012,MATERIAL OTHER THAN CARBON STEEL,SILICONE CARBIDE,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,40,22000,18000,0,0,12/1/15 9:50,12/1/15 9:50
20160001,21053,2015,11/30/2015 11:20,32551,"""""""""""""""""""""""""""""""""""""""""""""""""BKEP PIPELINE, LLC""""""""""""""""""""""""""""""""""""""""""""""""",BROOKS TANK LINE,ONSHORE,OK,Not Within a Municipality,SEMINOLE,35.139732,-96.632111,"""""""""""""""""""""""""""""""""""""""""""""""""ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY""""""""""""""""""""""""""""""""""""""""""""""""",UNDERGROUND,UNDER SOIL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,225,NA,211,6.625,0.188,UNKNOWN,UNKNOWN,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,YES,,YES,,NA,NA,NA,7000,200,2500,7500,28000,0,11/30/2015 11:40,11/30/2015 12:00
20150466,20998,2015,11/25/2015 23:00,32099,ENERGY TRANSFER COMPANY,RIO BRAVO CRUDE PIPELINE,ONSHORE,TX,GEORGE WEST,LIVE OAK,28.3448,-98.1212,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,CRUDE OIL,,,1,NA,1,NA,,,,2014,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,40,1500,0,12000,0,12/25/2015 23:00,11/25/2015 23:00
20150468,21099,2015,11/23/2015 10:30,2552,COLONIAL PIPELINE CO,GREENSBORO JUNCTION TANK FARM,ONSHORE,NC,GREENSBORO,GUILFORD,36.07129,-79.93687,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,IN UNDERGROUND ENCLOSED SPACE (E.G. VAULT),UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,3.69,NA,3.69,NA,,,,1979,CARBON STEEL,,LEAK,NO,NO,YES,12/1/15 16:40,,12/2/15 1:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,YES,NO,,,,,,NO,,,,NA,NA,NA,0,310,0,130000,15000,0,11/23/2015 10:30,11/23/2015 10:30
20150470,21218,2015,11/21/2015 7:50,31476,ROSE ROCK MIDSTREAM L.P.,HANSTON STATION,ONSHORE,KS,Not Within a Municipality,HODGEMAN,38.13059,-99.7153,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"""""""""""""""""""""""""""""""""""""""""""""""""DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED""""""""""""""""""""""""""""""""""""""""""""""""",CRUDE OIL,,,40,NA,40,0.5,0.109,UNKNOWN,ANSI B16.9,2015,CARBON STEEL,,LEAK,NO,NO,YES,11/21/2015 8:15,,11/21/2015 10:45,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,300,50,2600,27394,0,11/21/2015 8:15,11/21/2015 8:15
20150469,21490,2015,11/20/2015 9:30,31672,"""""""""""""""""""""""""""""""""""""""""""""""""CHAPARRAL ENERGY, LLC""""""""""""""""""""""""""""""""""""""""""""""""",COFFEYVILLE CO2 PIPELINE,ONSHORE,OK,Not Within a Municipality,OSAGE,36.79693,-96.663049,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,CO2 (CARBON DIOXIDE),,,1181,0,0,NA,,,,2013,MATERIAL OTHER THAN CARBON STEEL,STAINLESS STEEL,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,2800,25,0,0,0,11/20/2015 9:30,11/20/2015 9:30
20150463,21321,2015,11/18/2015 13:00,18718,SUNOCO PIPELINE L.P.,EASTLAND STATION,ONSHORE,TX,RANGER,EASTLAND,32.49804,-98.63654,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,CRUDE OIL,,,2,NA,0,NA,,,,2015,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,75,5000,5000,2000,0,11/18/2015 13:00,11/18/2015 13:00
20150458,20980,2015,11/17/2015 17:10,31580,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN TERMINALS HOLDINGS, LP""""""""""""""""""""""""""""""""""""""""""""""""",GALENA PARK TERMINAL,ONSHORE,TX,GALENA PARK,HARRIS,29.75079,-95.20356,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,IN UNDERGROUND ENCLOSED SPACE (E.G. VAULT),UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,INCORRECT OPERATION,OTHER INCORRECT OPERATION,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,53.47,NA,53,NA,,,,2012,MATERIAL OTHER THAN CARBON STEEL,KLINGERSIL C-4401 SEAL GASKET,LEAK,NO,NO,YES,11/17/2015 17:10,,11/19/2015 19:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,4452,8500,40000,0,0,11/17/2015 17:10,11/17/2015 17:15
20160005,31495,2015,11/17/2015 11:30,39084,"""""""""""""""""""""""""""""""""""""""""""""""""CRIMSON GULF, LLC""""""""""""""""""""""""""""""""""""""""""""""""",,OFFSHORE,,,,29.245664,-88.982508,,,,,"""""""""""""""""""""""""""""""""""""""""""""""""OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,NATURAL FORCE DAMAGE,"""""""""""""""""""""""""""""""""""""""""""""""""EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS""""""""""""""""""""""""""""""""""""""""""""""""",CRUDE OIL,,,220,NA,0,12.75,0.75,56000,X56,1967,CARBON STEEL,,LEAK,NO,NO,YES,11/17/2015 11:54,,12/4/15 18:23,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,YES,YES,,,NA,NA,NA,0,7920,1000000,800000,0,0,12/17/2015 12:29,12/19/2015 18:45
20150461,20989,2015,11/16/2015 21:00,2552,COLONIAL PIPELINE CO,MITCHELL JUNCTION,ONSHORE,VA,COLUMBIA,CUMBERLAND,37.6633,-78.2375,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,IN UNDERGROUND ENCLOSED SPACE (E.G. VAULT),8,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,0.28,NA,0.28,NA,,,,2000,CARBON STEEL,,OVERFILL OR OVERFLOW,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,36,1200,3000,0,0,11/16/2015 21:00,11/16/2015 21:00
20150447,20965,2015,11/14/2015 7:45,31618,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT MARINE WEST EXPORT METER SKID,ONSHORE,TX,BEAUMONT,JEFFERSON,30.030029,-94.041199,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,1.4,NA,0.7,NA,,,,2015,CARBON STEEL,,LEAK,NO,NO,YES,11/14/2015 7:45,,11/14/2015 14:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,77,0,0,3000,0,11/14/2015 7:45,11/14/2015 7:45
20150452,22104,2015,11/12/15 13:45,39286,"""""""""""""""""""""""""""""""""""""""""""""""""ENERGY XXI USA, INC""""""""""""""""""""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""""""""""""""""""""ENERGY XXI USA, INC.""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,LA,GRAND ISLE,JEFFERSON,29.252008,-89.96813,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE""""""""""""""""""""""""""""""""""""""""""""""""",CRUDE OIL,,,5,NA,5,NA,,,,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL,STAINLESS STEEL,OTHER,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,0,0,10000,0,0,11/12/15 13:45,11/12/15 13:45
20150449,20968,2015,11/11/15 21:30,22610,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN PIPELINE COMPANY, LP""""""""""""""""""""""""""""""""""""""""""""""""",PINE BEND PUMP STATION,ONSHORE,MN,Not Within a Municipality,DAKOTA,44.77085,-93.04889,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,OTHER,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.2,NA,0.2,NA,,,,2013,MATERIAL OTHER THAN CARBON STEEL,VITON AND CARBON,LEAK,NO,NO,YES,11/11/15 21:30,,11/12/15 2:30,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,15,3000,5000,0,0,11/11/15 21:30,11/11/15 21:53
20150437,21711,2015,11/11/15 12:15,31618,ENTERPRISE PRODUCTS OPERATING LLC,ROCKY MOUNTAIN NORTHWEST LATERAL,ONSHORE,WY,Not Within a Municipality,UINTA,41.34767937,-110.8201483,PIPELINE RIGHT-OF-WAY,UNDERGROUND,EXPOSED DUE TO EXCAVATION,48,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,MATERIAL FAILURE OF PIPE OR WELD,"""""""""""""""""""""""""""""""""""""""""""""""""DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED""""""""""""""""""""""""""""""""""""""""""""""""",HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,Y-GRADE,0.2,0,0,6,0.128,52000,API-5:-X-52,1980,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,50,27530,0,0,0,11/11/15 12:15,11/11/15 12:15
